LG00	1	20000	2
LG00	20001	40000	2
LG00	40001	60000	5
LG00	60001	80000	5
LG00	80001	100000	6
LG00	100001	120000	2
LG00	120001	140000	2
LG00	140001	160000	2
LG00	160001	180000	2
LG00	180001	200000	5
LG00	200001	220000	6
LG00	220001	240000	3
LG00	240001	260000	2
LG00	260001	280000	2
LG00	280001	300000	0
LG00	300001	320000	2
LG00	320001	340000	3
LG00	340001	360000	4
LG00	360001	380000	5
LG00	380001	400000	1
LG00	400001	420000	4
LG00	420001	440000	6
LG00	440001	460000	6
LG00	460001	480000	7
LG00	480001	500000	0
LG00	500001	520000	2
LG00	520001	540000	1
LG00	540001	560000	2
LG00	560001	580000	1
LG00	580001	600000	5
LG00	600001	620000	9
LG00	620001	640000	8
LG00	640001	660000	8
LG00	660001	680000	8
LG00	680001	700000	7
LG00	700001	720000	6
LG00	720001	740000	6
LG00	740001	760000	8
LG00	760001	780000	8
LG00	780001	800000	12
LG00	800001	820000	8
LG00	820001	840000	7
LG00	840001	860000	9
LG00	860001	880000	6
LG00	880001	900000	7
LG00	900001	920000	6
LG00	920001	940000	10
LG00	940001	960000	5
LG00	960001	980000	1
LG00	980001	1000000	7
LG00	1000001	1020000	6
LG00	1020001	1040000	3
LG00	1040001	1060000	3
LG00	1060001	1080000	9
LG00	1080001	1100000	5
LG00	1100001	1120000	11
LG00	1120001	1140000	6
LG00	1140001	1160000	7
LG00	1160001	1180000	10
LG00	1180001	1200000	6
LG00	1200001	1220000	6
LG00	1220001	1240000	9
LG00	1240001	1260000	7
LG00	1260001	1280000	10
LG00	1280001	1300000	6
LG00	1300001	1320000	8
LG00	1320001	1340000	6
LG00	1340001	1360000	11
LG00	1360001	1380000	5
LG00	1380001	1400000	2
LG00	1400001	1420000	10
LG00	1420001	1440000	9
LG00	1440001	1460000	10
LG00	1460001	1480000	11
LG00	1480001	1500000	8
LG00	1500001	1520000	9
LG00	1520001	1540000	8
LG00	1540001	1560000	8
LG00	1560001	1580000	8
LG00	1580001	1600000	7
LG00	1600001	1620000	12
LG00	1620001	1640000	6
LG00	1640001	1660000	8
LG00	1660001	1680000	9
LG00	1680001	1700000	9
LG00	1700001	1720000	8
LG00	1720001	1740000	6
LG00	1740001	1760000	10
LG00	1760001	1780000	5
LG00	1780001	1800000	4
LG00	1800001	1820000	9
LG00	1820001	1840000	8
LG00	1840001	1860000	9
LG00	1860001	1880000	5
LG00	1880001	1900000	6
LG00	1900001	1920000	9
LG00	1920001	1940000	7
LG00	1940001	1960000	8
LG00	1960001	1980000	8
LG00	1980001	2000000	9
LG00	2000001	2020000	7
LG00	2020001	2040000	8
LG00	2040001	2060000	6
LG00	2060001	2080000	11
LG00	2080001	2100000	8
LG00	2100001	2120000	9
LG00	2120001	2140000	9
LG00	2140001	2160000	5
LG00	2160001	2180000	9
LG00	2180001	2200000	11
LG00	2200001	2220000	9
LG00	2220001	2240000	6
LG00	2240001	2260000	7
LG00	2260001	2280000	7
LG00	2280001	2300000	8
LG00	2300001	2320000	11
LG00	2320001	2340000	10
LG00	2340001	2360000	5
LG00	2360001	2380000	8
LG00	2380001	2400000	7
LG00	2400001	2420000	7
LG00	2420001	2440000	6
LG00	2440001	2460000	10
LG00	2460001	2480000	8
LG00	2480001	2500000	8
LG00	2500001	2520000	9
LG00	2520001	2540000	8
LG00	2540001	2560000	10
LG00	2560001	2580000	7
LG00	2580001	2600000	10
LG00	2600001	2620000	8
LG00	2620001	2640000	10
LG00	2640001	2660000	11
LG00	2660001	2680000	6
LG00	2680001	2700000	5
LG00	2700001	2720000	8
LG00	2720001	2740000	6
LG00	2740001	2760000	7
LG00	2760001	2780000	8
LG00	2780001	2800000	8
LG00	2800001	2820000	4
LG00	2820001	2840000	7
LG00	2840001	2860000	9
LG00	2860001	2880000	9
LG00	2880001	2900000	8
LG00	2900001	2920000	7
LG00	2920001	2940000	1
LG00	2940001	2960000	2
LG00	2960001	2980000	1
LG00	2980001	3000000	9
LG00	3000001	3020000	7
LG00	3020001	3040000	4
LG00	3040001	3060000	6
LG00	3060001	3080000	9
LG00	3080001	3100000	6
LG00	3100001	3120000	5
LG00	3120001	3140000	4
LG00	3140001	3160000	3
LG00	3160001	3180000	4
LG00	3180001	3200000	7
LG00	3200001	3220000	5
LG00	3220001	3240000	4
LG00	3240001	3260000	4
LG00	3260001	3280000	7
LG00	3280001	3300000	5
LG00	3300001	3320000	9
LG00	3320001	3340000	6
LG00	3340001	3360000	5
LG00	3360001	3380000	9
LG00	3380001	3400000	8
LG00	3400001	3420000	4
LG00	3420001	3440000	7
LG00	3440001	3460000	4
LG00	3460001	3480000	2
LG00	3480001	3500000	2
LG00	3500001	3520000	8
LG00	3520001	3540000	3
LG00	3540001	3560000	2
LG00	3560001	3580000	5
LG00	3580001	3600000	0
LG00	3600001	3620000	2
LG00	3620001	3640000	6
LG00	3640001	3660000	4
LG00	3660001	3680000	2
LG00	3680001	3700000	3
LG00	3700001	3720000	1
